,Plant Name,Temperature,Humidity,PH,CO2,LIGHT,Light Hours,EC,Soilless Medium,Nutrient Mix,Week
9104,Arugula,65.5,80.4,6.7,662.5,3,1.3,1.2,Mix water,calcium and potassium,8
9105,Arugula,60.2,81.4,7.2,681.3,1,1.2,1,Mix water,NPK,1
9106,Arugula,58.9,88.9,7,441.1,4,0.8,1,rockwool,NPk and MgSO4,6
9107,Arugula,62.1,70.2,7,415.8,3,1.1,1.3,rockwool,CaNO3 and NPK ,1
9108,Arugula,59.3,73.6,7.1,489.7,3,0.8,1,coco coir,CaNO3 and NPK ,8
9109,Arugula,73.3,77.3,6.4,641.8,2,1.3,1.1,coco coir,CaNO3 and NPK ,2
9110,Arugula,65.3,81.3,7.4,657.1,2,1.2,1.2,Mix water,NPk and MgSO4,2
9111,Arugula,61,70.4,6.6,699.6,2,0.9,1.3,rockwool,calcium and potassium,8
9112,Arugula,67.8,79.5,6.7,522.8,3,1,0.8,Mix water,calcium and potassium,4
9113,Arugula,60.7,75.6,7,480.2,4,0.8,0.8,rockwool,NPk and MgSO4,4
9114,Arugula,71.3,86.4,6.6,483.3,1,1,1.3,Mix water,NPk and MgSO4,4
9115,Arugula,64,88,6,628.7,3,1.1,1.3,Mix water,NPK,2
9116,Arugula,72.7,84.9,7.1,646.7,1,1,1.3,rockwool,calcium and potassium,4
9117,Arugula,67.1,87.7,6.6,543,3,0.8,1.1,rockwool,calcium and potassium,1
9118,Arugula,67.2,74.2,6.2,457.3,3,1.2,1.1,Mix water,NPk and MgSO4,1
9119,Arugula,62.5,70.8,6.9,677.1,1,1,1,rockwool,NPk and MgSO4,1
9120,Arugula,64.8,76.7,7.3,655.7,4,1.2,1.1,coco coir,CaNO3 and NPK ,4
9121,Arugula,51.6,87.2,6.1,407.8,1,1.2,0.8,rockwool,NPK,3
9122,Arugula,57.9,89.2,6,440.4,3,1,1.2,coco coir,calcium and potassium,7
9123,Arugula,69.8,80.2,7.4,684.1,4,1.2,1.3,rockwool,calcium and potassium,3
9124,Arugula,70.9,81,6.4,609.8,4,1.2,0.9,rockwool,Nitrogen,4
9125,Arugula,50.4,85.1,6.9,676.7,4,1.3,0.9,Mix water,NPk and MgSO4,3
9126,Arugula,67.1,72.4,6,417.4,2,0.8,1.3,Mix water,Nitrogen,3
9127,Arugula,52,80.8,6.2,427.8,2,1.1,0.8,Mix water,calcium and potassium,4
9128,Arugula,65.5,78.7,6.9,563.3,1,0.9,0.9,rockwool,NPK,8
9129,Arugula,67.9,76.3,6.4,405.5,1,1.3,1.2,coco coir,Nitrogen,5
9130,Arugula,68.2,82.3,7.2,572.9,1,0.8,1.3,coco coir,CaNO3 and NPK ,5
9131,Arugula,55.5,75.2,7.3,589.3,4,1.3,1,rockwool,NPk and MgSO4,5
9132,Arugula,66.1,74.1,7.3,596.2,3,0.8,1.3,Mix water,calcium and potassium,5
9133,Arugula,66.4,73.8,6.2,577.5,1,1.2,0.9,coco coir,CaNO3 and NPK ,6
9134,Arugula,61.6,86.2,6.2,575.8,1,1,0.9,coco coir,Nitrogen,8
9135,Arugula,50.6,81.5,6.1,499,2,0.8,1.2,coco coir,Nitrogen,7
9136,Arugula,60.1,81.6,6.2,681.9,1,1,0.8,Mix water,NPK,7
9137,Arugula,72.8,84.4,7.3,533,2,0.8,1.2,Mix water,Nitrogen,4
9138,Arugula,73.2,88.2,6.2,419.6,2,0.8,1,rockwool,NPK,2
9139,Arugula,65.9,87.5,7.4,649.8,3,1.2,1,rockwool,NPK,2
9140,Arugula,61.1,76.7,7.4,554.4,4,1.3,0.9,coco coir,Nitrogen,2
9141,Arugula,53,77.9,7,490.5,3,1.2,1.2,coco coir,NPK,3
9142,Arugula,55.7,85.8,6.3,428,4,1.1,0.9,rockwool,CaNO3 and NPK ,7
9143,Arugula,65.7,71.7,6.3,452.5,3,1.1,1.1,Mix water,NPk and MgSO4,1
9144,Arugula,70.3,84.8,6.2,639.6,3,1.3,1.2,coco coir,Nitrogen,5
9145,Arugula,61.5,79.3,7.1,566.6,2,1.1,1.1,Mix water,NPK,6
9146,Arugula,60.2,86.4,7.3,599,4,1.1,1,coco coir,Nitrogen,6
9147,Arugula,67.9,74.4,6.3,566.4,3,1.2,1.3,coco coir,NPK,2
9148,Arugula,69.6,76.7,7.1,594,4,1.1,1,Mix water,CaNO3 and NPK ,7
9149,Arugula,50.9,88.8,7.3,426.6,1,1.3,1.1,rockwool,NPK,6
9150,Arugula,61.7,73.8,7,495.7,4,1,1.2,rockwool,CaNO3 and NPK ,1
9151,Arugula,57.3,75.6,6.7,456.5,4,1.3,1,rockwool,CaNO3 and NPK ,8
9152,Arugula,50.1,82.5,6.7,542.3,4,1.2,0.9,rockwool,NPK,3
9153,Arugula,66.7,83.7,7,659.9,1,1.2,1.2,Mix water,NPK,8
9154,Arugula,56.2,89.2,6.7,629.5,3,0.8,1.2,rockwool,calcium and potassium,6
9155,Arugula,71,81.4,6.3,673.7,2,1.3,1,rockwool,NPk and MgSO4,1
9156,Arugula,71.9,79.7,6.4,474.7,4,1.3,1.2,coco coir,Nitrogen,1
9157,Arugula,65.3,74.7,6.8,442.9,2,1.3,0.8,coco coir,NPK,4
9158,Arugula,50,78.6,6.9,669.9,3,1.1,1.2,Mix water,NPk and MgSO4,5
9159,Arugula,65,88.1,7.4,533.2,1,0.9,1.3,coco coir,NPk and MgSO4,2
9160,Arugula,58,87.8,7,683.6,3,0.8,0.9,rockwool,Nitrogen,8
9161,Arugula,57.5,84.2,7.3,590.6,4,1.1,1.3,Mix water,calcium and potassium,4
9162,Arugula,52.9,86.8,6.7,547.4,3,0.9,1.3,rockwool,calcium and potassium,4
9163,Arugula,71.2,81.7,6.3,401,4,0.8,1.1,coco coir,Nitrogen,7
9164,Arugula,69.3,73.9,6.8,547.6,2,1.1,1.2,Mix water,NPK,8
9165,Arugula,52.4,77.7,7.4,594.6,1,0.9,1.3,rockwool,Nitrogen,4
9166,Arugula,58,80.9,7.1,617.3,1,1,0.9,Mix water,CaNO3 and NPK ,5
9167,Arugula,73.8,88.1,6.8,579.6,3,1.1,0.9,coco coir,calcium and potassium,6
9168,Arugula,66.1,72.6,6.1,509.9,1,0.8,1.3,rockwool,NPK,8
9169,Arugula,60.8,84.9,6.2,506.9,1,1.3,0.8,Mix water,calcium and potassium,2
9170,Arugula,52.2,76.4,6.9,635.1,4,1.3,1.2,Mix water,Nitrogen,3
9171,Arugula,52.8,70.3,6.8,530.4,2,1,1,coco coir,NPk and MgSO4,1
9172,Arugula,57.6,78.1,6.5,444.8,4,0.8,1.2,coco coir,CaNO3 and NPK ,5
9173,Arugula,68.5,76.5,6.5,441.1,2,1.1,1.2,Mix water,NPk and MgSO4,5
9174,Arugula,52.3,74.3,6.1,587.7,4,0.8,1,Mix water,CaNO3 and NPK ,3
9175,Arugula,68.7,75.1,6.8,597.8,3,0.8,1.2,coco coir,calcium and potassium,8
9176,Arugula,71.5,74.8,6.8,537.3,3,1.2,1.1,coco coir,Nitrogen,8
9177,Arugula,61.6,72.3,7,661.2,3,1,1.2,rockwool,NPK,3
9178,Arugula,60.6,84.2,7.2,479.6,1,1.1,1.1,rockwool,NPk and MgSO4,1
9179,Arugula,71.5,89.1,6.8,444.4,2,1.2,1.2,rockwool,NPK,6
9180,Arugula,72.4,72.3,6.7,674.1,1,1.3,0.8,Mix water,CaNO3 and NPK ,2
9181,Arugula,50.2,76.1,6.9,687.2,2,1.3,0.9,Mix water,NPK,4
9182,Arugula,66.3,81.3,6.5,618.7,4,1.3,0.9,rockwool,Nitrogen,6
9183,Arugula,65,71.9,7.2,536.5,3,1.2,0.8,coco coir,calcium and potassium,1
9184,Arugula,56.5,79,6.5,602.3,3,1,1.3,rockwool,CaNO3 and NPK ,6
9185,Arugula,66.6,76.7,6.3,483.4,3,0.8,1.3,Mix water,Nitrogen,3
9186,Arugula,73.9,89.8,7.1,443.1,2,1.2,1.3,rockwool,Nitrogen,5
9187,Arugula,70.1,87.2,6.7,417.8,3,0.8,1,coco coir,CaNO3 and NPK ,3
9188,Arugula,62.2,70.4,6.2,641.4,2,1,0.8,rockwool,calcium and potassium,3
9189,Arugula,54.2,74.2,6.8,528.4,3,1.3,1,Mix water,NPK,3
9190,Arugula,67.1,79.9,6.1,636.5,3,0.8,1.1,coco coir,calcium and potassium,2
9191,Arugula,72.3,85.3,6.5,456.6,3,0.9,1.1,Mix water,calcium and potassium,7
9192,Arugula,67.9,72.3,7.2,472.6,1,1.2,0.9,rockwool,NPk and MgSO4,5
9193,Arugula,63.3,71.8,6.4,649.6,1,1.2,1.1,coco coir,CaNO3 and NPK ,8
9194,Arugula,54.8,77.7,6,528.6,4,0.8,1.2,Mix water,Nitrogen,8
9195,Arugula,58.3,89.8,6.8,489.5,4,1.2,1.2,coco coir,calcium and potassium,6
9196,Arugula,62.3,72.4,7.1,531.5,4,1.2,0.9,Mix water,CaNO3 and NPK ,1
9197,Arugula,67.4,88.1,6.9,486.4,3,0.9,1.3,coco coir,CaNO3 and NPK ,5
9198,Arugula,67.9,85.1,6.7,636.6,3,0.9,0.8,Mix water,Nitrogen,4
9199,Arugula,51.2,82.2,6.5,405.6,2,1.1,1.2,coco coir,Nitrogen,4
9200,Arugula,59.9,88.8,6.8,435.7,4,1.1,1.2,rockwool,NPk and MgSO4,1
9201,Arugula,56.1,71,6.2,503.9,3,1,1.3,Mix water,NPk and MgSO4,5
9202,Arugula,63.3,78.1,6.2,465.1,2,0.8,0.9,Mix water,CaNO3 and NPK ,8
9203,Arugula,63.8,83.3,6.6,475.4,2,0.8,1.3,Mix water,NPK,3
9204,Arugula,56.5,75.2,7.1,659.2,2,1,1.3,rockwool,CaNO3 and NPK ,7
9205,Arugula,73.1,72,6.5,560.7,2,1.3,0.9,coco coir,NPK,3
9206,Arugula,50.4,87.7,6.9,468.6,4,0.8,1.1,rockwool,Nitrogen,1
9207,Arugula,66.2,85.9,6.7,677.7,1,1.2,1,rockwool,calcium and potassium,4
9208,Arugula,57.3,76,6.7,543.8,3,1.3,1.3,rockwool,calcium and potassium,3
9209,Arugula,63.1,74.9,6.3,674.6,4,1.3,1.1,Mix water,calcium and potassium,6
9210,Arugula,58.7,79.6,6,491.4,3,1,1.2,rockwool,Nitrogen,3
9211,Arugula,55.4,81.2,7.1,505.1,1,1.3,1,rockwool,calcium and potassium,3
9212,Arugula,70.1,70.6,7,652.8,3,0.8,0.8,coco coir,Nitrogen,4
9213,Arugula,70,88.9,6.7,603.5,3,0.8,0.9,Mix water,NPk and MgSO4,5
9214,Arugula,57.3,75.2,7.1,683.9,2,1.3,1.3,coco coir,CaNO3 and NPK ,7
9215,Arugula,64.8,80.7,6.9,654.3,1,1.3,0.9,coco coir,NPK,3
9216,Arugula,64.9,79.8,6.7,543.8,4,1.3,1,coco coir,NPk and MgSO4,3
9217,Arugula,66.5,87.5,6.3,599.2,3,0.9,0.9,coco coir,Nitrogen,8
9218,Arugula,66.1,75.5,6.1,537.9,1,1.3,1.3,coco coir,NPK,7
9219,Arugula,55.2,86.8,7,526,1,1.3,0.9,coco coir,NPk and MgSO4,3
9220,Arugula,55.2,80.9,6.7,665.3,2,1.2,0.8,rockwool,NPK,7
9221,Arugula,72.8,81.8,7,612,3,1.3,1.2,rockwool,NPk and MgSO4,2
9222,Arugula,62.5,83.3,6.4,639.2,2,0.9,0.9,Mix water,NPk and MgSO4,3
9223,Arugula,69,78.9,6.5,597.8,1,1,1.1,rockwool,NPk and MgSO4,6
9224,Arugula,53.6,79,7.2,614.6,4,1.2,1,Mix water,CaNO3 and NPK ,4
9225,Arugula,55.8,79.3,6.4,546.1,3,1.3,1.3,Mix water,Nitrogen,3
9226,Arugula,57.4,88.5,6.6,431.5,2,1.2,0.8,coco coir,calcium and potassium,5
9227,Arugula,68.6,89.6,7.3,510.7,2,0.9,1,rockwool,NPk and MgSO4,6
9228,Arugula,61.4,76.8,6.2,649.2,2,0.8,1.2,coco coir,Nitrogen,6
9229,Arugula,59.7,79.7,6.5,497.8,3,0.8,1.2,coco coir,NPK,2
9230,Arugula,68.5,89.4,6.9,480.7,2,1.3,1.2,rockwool,calcium and potassium,1
9231,Arugula,57.2,76.6,6.2,534.1,2,1.2,1,rockwool,Nitrogen,2
9232,Arugula,64,77.7,6.5,686.6,1,0.9,0.9,Mix water,NPK,2
9233,Arugula,57.5,76.1,6.7,403.4,3,1.3,1.1,rockwool,calcium and potassium,6
9234,Arugula,53.1,86.4,6.4,516,1,0.9,0.9,coco coir,calcium and potassium,5
9235,Arugula,56.3,87,6.9,600.2,2,0.9,1.2,Mix water,CaNO3 and NPK ,7
9236,Arugula,60.7,78.1,7,528.1,2,1.2,1.1,rockwool,Nitrogen,6
9237,Arugula,60.7,76.7,6.3,544.5,2,1.1,1.1,Mix water,NPk and MgSO4,2
9238,Arugula,62.9,73.3,6.7,572.7,3,1,1.2,coco coir,NPk and MgSO4,1
9239,Arugula,62.1,86.4,7.4,410.4,3,1.2,1,rockwool,NPK,4
9240,Arugula,57.7,75.6,6,628.5,4,1.2,1.3,Mix water,Nitrogen,7
9241,Arugula,50,84.6,6.5,427,2,1,1.1,rockwool,NPK,8
9242,Arugula,73.3,81,6.8,487.7,1,0.9,0.9,Mix water,NPK,2
9243,Arugula,55.6,78.3,6.5,531.9,4,0.9,1,coco coir,NPK,2
9244,Arugula,55.3,78.8,7.1,483.8,4,1.3,1.3,Mix water,CaNO3 and NPK ,6
9245,Arugula,61.5,78.3,6.1,405.3,3,1.3,1.2,rockwool,calcium and potassium,2
9246,Arugula,52.6,76.2,6.2,405.6,1,1.3,1.3,Mix water,CaNO3 and NPK ,8
9247,Arugula,64.4,82,6.7,493.2,4,1.2,0.8,coco coir,calcium and potassium,2
9248,Arugula,51.7,83.9,6.9,427,1,0.9,1,coco coir,calcium and potassium,3
9249,Arugula,50.3,86.4,6.2,604.6,1,1.1,0.8,coco coir,NPK,4
9250,Arugula,66.3,85.5,7.1,593.7,1,0.9,1.1,Mix water,CaNO3 and NPK ,1
9251,Arugula,55.7,72.5,7.3,578.8,4,1,0.8,rockwool,NPK,5
9252,Arugula,69.3,79.3,6.1,579.9,2,1.1,1.1,rockwool,Nitrogen,8
9253,Arugula,68.3,74.5,6.1,599.7,1,1.3,1.1,coco coir,NPk and MgSO4,8
9254,Arugula,64.1,75.1,7.1,578.8,2,1.1,1,coco coir,calcium and potassium,8
9255,Arugula,51,73,6,687.7,1,1.2,1.2,coco coir,NPk and MgSO4,6
9256,Arugula,63.9,89.9,7,518.7,1,1.3,1.3,Mix water,calcium and potassium,3
9257,Arugula,64,86.7,7.2,613.2,3,1.2,1.3,rockwool,CaNO3 and NPK ,4
9258,Arugula,57.6,80,7,426,4,1.2,1.2,Mix water,CaNO3 and NPK ,5
9259,Arugula,66,74.7,6.1,624.9,4,1.3,0.9,coco coir,Nitrogen,1
9260,Arugula,69.8,80.4,6.9,538.1,3,1.1,1.2,Mix water,NPK,2
9261,Arugula,59.5,71.3,6.7,472.3,3,0.8,1.2,coco coir,calcium and potassium,1
9262,Arugula,52.4,73.9,6.3,661.2,3,0.9,1.1,rockwool,NPk and MgSO4,1
9263,Arugula,62.6,82.7,6.1,689.9,2,1.2,0.9,rockwool,NPk and MgSO4,8
9264,Arugula,68.9,85.6,6.2,472.8,4,0.8,0.8,Mix water,Nitrogen,4
9265,Arugula,62.8,89.5,6.5,505.2,2,1,1.2,Mix water,NPK,6
9266,Arugula,57,87.1,7.1,546.9,2,1.3,1,rockwool,NPK,1
9267,Arugula,72.8,87,6.1,534.7,4,1.1,0.8,Mix water,NPK,7
9268,Arugula,67.5,78.9,7,599,3,1.1,1,Mix water,calcium and potassium,8
9269,Arugula,50.4,89.3,7,565.3,3,1.2,1.2,rockwool,NPK,3
9270,Arugula,50.1,73.4,7.4,501.4,1,1.3,1.2,rockwool,NPk and MgSO4,4
9271,Arugula,68.9,89.1,6.1,666.2,1,0.9,0.8,Mix water,CaNO3 and NPK ,6
9272,Arugula,56.7,87.9,7.1,635.9,2,1,1.2,rockwool,CaNO3 and NPK ,7
9273,Arugula,53.3,80.6,6.5,564.8,4,0.9,0.8,Mix water,Nitrogen,4
9274,Arugula,58.8,82.9,6.2,632,1,1.1,0.8,rockwool,NPk and MgSO4,8
9275,Arugula,59.6,78.3,6,650,3,1.2,1.1,Mix water,NPk and MgSO4,2
9276,Arugula,72.7,80.7,6,698.4,4,0.8,1.3,coco coir,NPk and MgSO4,8
9277,Arugula,64.3,82.9,7,425.6,4,1.2,0.9,Mix water,calcium and potassium,2
9278,Arugula,68.2,80.1,6.8,561.9,1,1.2,0.8,Mix water,NPk and MgSO4,2
9279,Arugula,59.7,74.8,6.4,421.5,1,1.3,0.8,coco coir,NPk and MgSO4,4
9280,Arugula,51.8,78.5,6.4,684.8,4,1.3,0.8,Mix water,Nitrogen,8
9281,Arugula,59.8,73.5,6.2,682.9,1,1.2,0.9,rockwool,NPK,4
9282,Arugula,65.7,84,6.1,628.8,1,0.9,1.1,coco coir,NPK,1
9283,Arugula,61.3,83,6.6,580.9,1,0.9,1,rockwool,Nitrogen,7
9284,Arugula,64.2,76.3,7.4,450.7,4,1,1.1,Mix water,calcium and potassium,7
9285,Arugula,54.2,86.8,7.3,457.3,3,1.1,1.1,coco coir,CaNO3 and NPK ,1
9286,Arugula,67.7,79,7.3,452.3,2,0.9,1.1,rockwool,CaNO3 and NPK ,3
9287,Arugula,58.5,72.8,6.2,493,1,1.2,1.1,Mix water,NPk and MgSO4,2
9288,Arugula,72.2,80.6,7.1,420.8,4,1.2,1.1,Mix water,calcium and potassium,5
9289,Arugula,71,88.6,7.2,692.7,1,1.2,0.8,Mix water,CaNO3 and NPK ,8
9290,Arugula,51.1,86.6,7.4,522.3,2,1.1,1.2,Mix water,NPK,5
9291,Arugula,64.3,74.6,7,602.1,2,1.3,1.1,rockwool,calcium and potassium,6
9292,Arugula,58.8,80.2,7.2,471.8,3,0.8,0.8,rockwool,Nitrogen,6
9293,Arugula,53.8,89.5,6.2,445.6,2,1.3,1.2,Mix water,NPK,4
9294,Arugula,51.6,73,6.3,510.6,4,1,1,coco coir,CaNO3 and NPK ,7
9295,Arugula,55.1,72.1,6.8,658.6,3,1.2,0.8,Mix water,calcium and potassium,7
9296,Arugula,68.3,77,6.1,682.3,4,0.9,1.1,rockwool,Nitrogen,8
9297,Arugula,51.9,80.3,6.3,473.1,1,0.8,1.2,rockwool,NPK,3
9298,Arugula,70.6,79.2,7.1,587.1,1,0.8,1.2,Mix water,Nitrogen,8
9299,Arugula,52.8,81.4,6.4,532.2,4,1.1,1,Mix water,CaNO3 and NPK ,6
9300,Arugula,57.3,70.4,6.6,595.3,1,0.8,1,coco coir,NPk and MgSO4,4
9301,Arugula,50.9,73.5,7.3,589.2,4,1.1,0.8,Mix water,NPK,3
9302,Arugula,64.6,78.6,6.9,414.4,2,0.8,1.3,rockwool,Nitrogen,7
9303,Arugula,70,85.7,7,427.8,2,1.1,1.2,coco coir,NPk and MgSO4,4
9304,Arugula,64,78.4,7.4,562.1,2,1.3,1.3,rockwool,NPk and MgSO4,5
9305,Arugula,73.3,70.4,6.1,696.4,1,1,1.3,coco coir,calcium and potassium,2
9306,Arugula,55.9,89.3,7.3,463.7,2,1.1,1,coco coir,calcium and potassium,6
9307,Arugula,72.6,84.2,7,565.2,4,1.3,0.9,Mix water,CaNO3 and NPK ,2
9308,Arugula,68.3,78.7,6.6,602.3,4,1.2,0.8,rockwool,Nitrogen,8
9309,Arugula,61.2,86.7,7,469.7,3,1.2,1.2,coco coir,NPk and MgSO4,1
9310,Arugula,73.5,72.3,7.4,407.6,3,0.9,1,coco coir,calcium and potassium,8
9311,Arugula,58.7,79.8,6.3,532.4,3,1.3,1.2,rockwool,NPK,8
9312,Arugula,55,81.1,7.3,469.4,4,0.9,1.2,rockwool,NPK,7
9313,Arugula,70.5,87.7,6.4,597.2,3,1.2,0.9,Mix water,Nitrogen,1
9314,Arugula,73.8,87.3,7.4,605.2,3,0.8,0.8,coco coir,CaNO3 and NPK ,2
9315,Arugula,62,76.8,6,662.9,1,1.3,1,Mix water,CaNO3 and NPK ,7
9316,Arugula,70,77.3,6.3,629.4,4,1,1.2,rockwool,CaNO3 and NPK ,6
9317,Arugula,56.5,88.6,7.4,486.2,4,1,0.8,Mix water,Nitrogen,8
9318,Arugula,63.3,89.3,6.1,598.6,3,1.1,1,coco coir,Nitrogen,7
9319,Arugula,58.1,77.8,6.4,553.3,4,1,1,coco coir,NPK,4
9320,Arugula,66.3,77.9,7.3,560.8,3,1,1,rockwool,calcium and potassium,7
9321,Arugula,52.9,89.9,6.4,641,1,1.2,0.8,rockwool,NPK,8
9322,Arugula,67.1,70.8,7.3,504.1,4,1.1,1.3,Mix water,NPk and MgSO4,7
9323,Arugula,61,73.8,6.2,400.8,3,1.2,0.9,Mix water,calcium and potassium,2
9324,Arugula,55.2,84.1,7.1,459.2,2,0.8,1,Mix water,NPk and MgSO4,7
9325,Arugula,63,76.7,7,536.5,4,0.8,1,Mix water,Nitrogen,5
9326,Arugula,53.3,86.6,6.7,603.8,4,0.8,1.1,coco coir,Nitrogen,4
9327,Arugula,59.8,71.3,6.2,661,4,1.2,1,coco coir,NPK,7
9328,Arugula,59.7,76.9,6.9,415,3,0.8,1.2,Mix water,NPK,2
9329,Arugula,65.3,73.3,7,642.5,4,0.9,0.8,rockwool,Nitrogen,7
9330,Arugula,65.3,70.4,7.4,524,3,1.1,1.1,Mix water,calcium and potassium,4
9331,Arugula,65.9,73.3,7.2,640.2,1,0.9,1.1,coco coir,calcium and potassium,5
9332,Arugula,69.8,86.1,7,584.1,4,1,1.1,coco coir,Nitrogen,6
9333,Arugula,73.5,86.2,6.4,534.3,4,1.3,1,Mix water,CaNO3 and NPK ,5
9334,Arugula,72.1,72.4,7.1,650,1,1,1.2,rockwool,Nitrogen,1
9335,Arugula,57.7,87.5,7,496.8,4,1.2,0.9,coco coir,NPk and MgSO4,3
9336,Arugula,57.2,72.6,7,698.5,1,1.3,1.3,Mix water,NPK,5
9337,Arugula,50,74.4,6.3,545.7,3,0.9,1,rockwool,calcium and potassium,2
9338,Arugula,55.9,76,6.9,603.9,3,1,1,coco coir,NPk and MgSO4,2
9339,Arugula,65.2,76.6,7.1,473.5,2,1,1.1,Mix water,NPK,1
9340,Arugula,51.7,82.2,6.8,552.7,1,1.2,1,Mix water,CaNO3 and NPK ,2
9341,Arugula,72.9,84.7,6.4,673.2,1,1.1,0.9,Mix water,NPK,6
9342,Arugula,53,87.8,6.6,556.8,4,1.2,1.2,coco coir,Nitrogen,5
9343,Arugula,60.5,70.4,6.8,572.1,1,1.2,1.2,rockwool,Nitrogen,2
9344,Arugula,57.2,76.9,6.5,616.3,1,1,1.2,coco coir,NPK,6
9345,Arugula,66.7,87.7,7.3,592.8,2,1.3,1,coco coir,NPK,4
9346,Arugula,52.6,82.8,7.1,567.6,3,0.8,1,coco coir,Nitrogen,1
9347,Arugula,65.1,85.8,6.6,695.6,4,1,1.2,rockwool,calcium and potassium,3
9348,Arugula,56.7,79,6.8,440.2,4,0.8,0.8,coco coir,calcium and potassium,8
9349,Arugula,73.1,75.9,6.4,539,4,0.8,0.9,Mix water,NPk and MgSO4,1
9350,Arugula,64.2,70.7,6,424.7,1,1.2,0.8,coco coir,Nitrogen,5
9351,Arugula,60.8,86.7,6.8,486.7,4,1,0.8,Mix water,Nitrogen,4
9352,Arugula,64,74.8,7.4,585.4,1,0.9,1,rockwool,NPK,4
9353,Arugula,53.8,85.6,7.3,405.7,2,0.9,1,rockwool,CaNO3 and NPK ,3
9354,Arugula,52.7,88.4,7.4,653.8,3,1.2,1.2,coco coir,Nitrogen,4
9355,Arugula,57.5,77.6,7.4,402.7,2,1.2,0.9,coco coir,Nitrogen,4
9356,Arugula,51.1,76.8,6.1,618.6,2,0.8,1.3,rockwool,NPk and MgSO4,4
9357,Arugula,64.2,83.7,7.3,621.2,3,1,1.1,Mix water,NPK,4
9358,Arugula,54.8,88.7,7.1,633.1,3,1.2,1,coco coir,NPk and MgSO4,3
9359,Arugula,52.8,72.7,6.8,428.2,1,1,0.8,rockwool,calcium and potassium,7
9360,Arugula,72,76.4,6.7,470,2,1.2,0.8,rockwool,Nitrogen,6
9361,Arugula,70.9,75.6,6,516,2,0.8,0.8,coco coir,calcium and potassium,5
9362,Arugula,53.8,82.5,6.1,404.7,1,0.9,1,Mix water,NPk and MgSO4,4
9363,Arugula,53.2,88.4,7.2,446.3,4,1,1.2,rockwool,CaNO3 and NPK ,6
9364,Arugula,62,89.5,7,407.4,4,0.9,0.9,Mix water,calcium and potassium,4
9365,Arugula,50.5,76.6,6.1,581.5,4,1,1.3,Mix water,CaNO3 and NPK ,1
9366,Arugula,70.4,85.7,7.3,435.8,1,1.2,0.9,rockwool,NPK,6
9367,Arugula,61.4,81.7,7.2,495,3,1.1,0.8,rockwool,NPk and MgSO4,3
9368,Arugula,58.8,87.6,6.7,673.2,2,1.1,0.9,coco coir,Nitrogen,8
9369,Arugula,54,85.3,7.2,444.2,1,1.3,1,Mix water,calcium and potassium,7
9370,Arugula,69.1,85.8,7.4,560.1,3,0.8,1.2,rockwool,calcium and potassium,5
9371,Arugula,62.6,78.7,6.7,490.5,4,1.2,1.3,Mix water,NPk and MgSO4,4
9372,Arugula,72.5,72.5,6,659.4,3,0.8,1.1,rockwool,CaNO3 and NPK ,5
9373,Arugula,62.1,73.4,6.7,656.7,2,0.9,1,rockwool,CaNO3 and NPK ,8
9374,Arugula,67.6,72.6,6.4,406.9,1,0.8,1.3,Mix water,calcium and potassium,8
9375,Arugula,50.8,81,7.1,659,1,1,1.3,coco coir,calcium and potassium,3
9376,Arugula,64.6,81.4,7.1,611.2,1,0.8,0.8,rockwool,NPK,5
9377,Arugula,64.8,72.7,6.4,557,4,0.8,1.3,Mix water,NPK,2
9378,Arugula,55.9,87.6,7.1,532.8,2,0.9,1.2,rockwool,NPK,3
9379,Arugula,71.2,77.4,6.5,599.1,4,1.2,1.3,coco coir,Nitrogen,4
9380,Arugula,68.9,81.1,7.2,691.9,2,1.3,1,coco coir,NPK,8
9381,Arugula,56.3,82.8,6.2,506.6,2,0.8,0.9,coco coir,calcium and potassium,5
9382,Arugula,56.6,89.6,6.7,506.6,2,1,1.1,rockwool,CaNO3 and NPK ,4
9383,Arugula,56.4,89,7.3,634.3,3,0.9,0.9,rockwool,Nitrogen,6
9384,Arugula,57.7,89.8,7,529.2,3,0.9,1.3,rockwool,calcium and potassium,7
9385,Arugula,71.7,86.6,6.2,493.6,4,1.3,1.3,coco coir,CaNO3 and NPK ,3
9386,Arugula,61.6,71.4,6.6,510.5,4,1.1,0.8,coco coir,calcium and potassium,4
9387,Arugula,66.8,73.9,6.8,698.8,3,1,0.8,Mix water,NPK,1
9388,Arugula,59.3,72.1,6.6,471.2,1,1.2,0.9,coco coir,Nitrogen,2
9389,Arugula,68.7,70.5,6.3,571.7,1,0.8,1,coco coir,Nitrogen,4
9390,Arugula,59.3,83.1,6,580.8,1,1.1,0.9,rockwool,NPk and MgSO4,8
9391,Arugula,72.1,88.5,6.7,542.5,2,1.3,1.1,coco coir,Nitrogen,7
9392,Arugula,55,84,6.1,422.2,2,1.3,0.8,Mix water,calcium and potassium,2
9393,Arugula,57.9,79,7.1,421.2,1,0.9,1.1,rockwool,CaNO3 and NPK ,7
9394,Arugula,61.9,86.2,7,628.6,3,1.3,1.1,rockwool,CaNO3 and NPK ,8
9395,Arugula,66.1,85,6,510.2,4,1.1,1.1,Mix water,CaNO3 and NPK ,3
9396,Arugula,61.5,80,7,503.3,3,0.9,1.1,coco coir,Nitrogen,5
9397,Arugula,59.1,81.5,6.8,581.1,3,1.1,1,Mix water,NPK,6
